State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Mizoram,2018,2,Financial Services,167,60939.77304627103,North-Eastern Region
Mizoram,2018,2,Others,597,931303.0542636234,North-Eastern Region
Mizoram,2018,3,Peer-to-peer payments,18564,108783543.9098094,North-Eastern Region
Mizoram,2018,3,Recharge & bill payments,17610,4050433.5962071815,North-Eastern Region
Mizoram,2018,3,Merchant payments,2310,2952533.8004545765,North-Eastern Region
Mizoram,2018,3,Financial Services,240,43891.23943201654,North-Eastern Region
Mizoram,2018,3,Others,592,770335.5794872268,North-Eastern Region
Mizoram,2018,4,Peer-to-peer payments,26212,177049162.13058332,North-Eastern Region
Mizoram,2018,4,Recharge & bill payments,24533,5523702.976434887,North-Eastern Region
Mizoram,2018,4,Merchant payments,3699,6911586.608122997,North-Eastern Region
Mizoram,2018,4,Financial Services,145,35654.18337878893,North-Eastern Region
Mizoram,2018,4,Others,653,906746.6310095722,North-Eastern Region
Mizoram,2019,1,Peer-to-peer payments,35126,204183867.4116538,North-Eastern Region
Mizoram,2019,1,Recharge & bill payments,30327,6760113.704148788,North-Eastern Region
Mizoram,2019,1,Merchant payments,3984,6470456.031897823,North-Eastern Region
Mizoram,2019,1,Financial Services,133,33512.39606736117,North-Eastern Region
Mizoram,2019,1,Others,736,712945.8536347556,North-Eastern Region
Mizoram,2019,2,Peer-to-peer payments,37364,233471780.00357,North-Eastern Region
Mizoram,2019,2,Recharge & bill payments,31903,7823562.397702506,North-Eastern Region
Mizoram,2019,2,Merchant payments,5646,5889316.861228463,North-Eastern Region
Mizoram,2019,2,Financial Services,80,14455.380988399309,North-Eastern Region
Mizoram,2019,2,Others,678,817593.4915248882,North-Eastern Region
Mizoram,2019,3,Recharge & bill payments,49073,12966806.696277108,North-Eastern Region
Mizoram,2019,3,Peer-to-peer payments,42645,257538220.2277506,North-Eastern Region
Mizoram,2019,3,Merchant payments,5560,7397529.021326996,North-Eastern Region
Mizoram,2019,3,Financial Services,94,72985.31151294889,North-Eastern Region
Mizoram,2019,3,Others,722,818358.6944744462,North-Eastern Region
Mizoram,2019,4,Recharge & bill payments,60511,16857122.3073061,North-Eastern Region
Mizoram,2019,4,Peer-to-peer payments,57109,341664291.49368536,North-Eastern Region
Mizoram,2019,4,Merchant payments,6939,9451111.139352825,North-Eastern Region
Mizoram,2019,4,Financial Services,100,20966.3333050078,North-Eastern Region
Mizoram,2019,4,Others,580,695859.360839114,North-Eastern Region
Mizoram,2020,1,Recharge & bill payments,85067,24356294.58523286,North-Eastern Region
Mizoram,2020,1,Peer-to-peer payments,57916,356260523.23262954,North-Eastern Region
Mizoram,2020,1,Merchant payments,9961,10404414.59250477,North-Eastern Region
Mizoram,2020,1,Financial Services,119,283854.3188381147,North-Eastern Region
Mizoram,2020,1,Others,546,772492.6204317764,North-Eastern Region
Mizoram,2020,2,Recharge & bill payments,127592,37504550.777320914,North-Eastern Region
Mizoram,2020,2,Peer-to-peer payments,60021,404110075.08639586,North-Eastern Region
Mizoram,2020,2,Merchant payments,10056,14627463.66427093,North-Eastern Region
Mizoram,2020,2,Financial Services,244,434960.2799078573,North-Eastern Region
Mizoram,2020,2,Others,549,516383.63442262856,North-Eastern Region
Mizoram,2020,3,Recharge & bill payments,132664,40941077.03285695,North-Eastern Region
Mizoram,2020,3,Peer-to-peer payments,99644,634560147.35069,North-Eastern Region
Mizoram,2020,3,Merchant payments,20934,30693648.23645142,North-Eastern Region
Mizoram,2020,3,Financial Services,535,824864.513127287,North-Eastern Region
Mizoram,2020,3,Others,926,924438.3714747172,North-Eastern Region
Mizoram,2020,4,Peer-to-peer payments,141038,887252744.0676681,North-Eastern Region
Mizoram,2020,4,Recharge & bill payments,140297,45386403.17281592,North-Eastern Region
Mizoram,2020,4,Merchant payments,39676,52094800.565094605,North-Eastern Region
Mizoram,2020,4,Financial Services,607,855201.5881157237,North-Eastern Region
Mizoram,2020,4,Others,989,932966.3002634952,North-Eastern Region
Mizoram,2021,1,Peer-to-peer payments,156386,982955112.1892779,North-Eastern Region
Mizoram,2021,1,Recharge & bill payments,128055,45558278.223239526,North-Eastern Region
Mizoram,2021,1,Merchant payments,43511,70289687.94622748,North-Eastern Region
Mizoram,2021,1,Financial Services,648,1330632.9787811027,North-Eastern Region
Mizoram,2021,1,Others,975,971875.6084117102,North-Eastern Region
Mizoram,2021,2,Peer-to-peer payments,173064,995581952.9034051,North-Eastern Region
Mizoram,2021,2,Recharge & bill payments,161763,56059844.23965932,North-Eastern Region
Mizoram,2021,2,Merchant payments,57877,69528721.40156102,North-Eastern Region
Mizoram,2021,2,Financial Services,611,710657.5065644829,North-Eastern Region
Mizoram,2021,2,Others,1025,993297.250902934,North-Eastern Region
Mizoram,2021,3,Peer-to-peer payments,224873,1290523196.259221,North-Eastern Region
Mizoram,2021,3,Recharge & bill payments,177281,67493206.62394348,North-Eastern Region
Mizoram,2021,3,Merchant payments,74553,113697005.8982099,North-Eastern Region
Mizoram,2021,3,Financial Services,522,806905.9729422838,North-Eastern Region
Mizoram,2021,3,Others,1300,1228335.4576346257,North-Eastern Region
Mizoram,2021,4,Peer-to-peer payments,272209,1545255603.41191,North-Eastern Region
Mizoram,2021,4,Recharge & bill payments,179405,67548806.84754582,North-Eastern Region
Mizoram,2021,4,Merchant payments,99265,154183940.7282649,North-Eastern Region
Mizoram,2021,4,Financial Services,695,2202285.707728365,North-Eastern Region
Mizoram,2021,4,Others,1755,1475104.827591939,North-Eastern Region
Mizoram,2022,1,Peer-to-peer payments,302740,1691281089.989316,North-Eastern Region
Mizoram,2022,1,Recharge & bill payments,190137,76541062.33691594,North-Eastern Region
Mizoram,2022,1,Merchant payments,109669,174157725.4146987,North-Eastern Region
Mizoram,2022,1,Financial Services,731,1657575.282816791,North-Eastern Region
Mizoram,2022,1,Others,1640,1521510.587498479,North-Eastern Region
Mizoram,2022,2,Peer-to-peer payments,332102,1739114390.301662,North-Eastern Region
Mizoram,2022,2,Recharge & bill payments,172281,70775723.34635986,North-Eastern Region
Mizoram,2022,2,Merchant payments,137279,191484723.7683956,North-Eastern Region
Mizoram,2022,2,Financial Services,656,801633.2114598342,North-Eastern Region
Mizoram,2022,2,Others,1659,1010096.4810587188,North-Eastern Region
Mizoram,2022,3,Peer-to-peer payments,349715,1665955694.984817,North-Eastern Region
Mizoram,2022,3,Recharge & bill payments,156874,68463689.80469276,North-Eastern Region
Mizoram,2022,3,Merchant payments,150320,209934220.2832684,North-Eastern Region
Mizoram,2022,3,Financial Services,802,880187.5512756812,North-Eastern Region
Mizoram,2022,3,Others,1327,1031819.4438998674,North-Eastern Region
Mizoram,2022,4,Peer-to-peer payments,378295,1750113148.3068101,North-Eastern Region
Mizoram,2022,4,Merchant payments,164389,222455759.17733783,North-Eastern Region
Mizoram,2022,4,Recharge & bill payments,148573,63477925.042983845,North-Eastern Region
Mizoram,2022,4,Financial Services,932,949850.198945797,North-Eastern Region
Mizoram,2022,4,Others,1585,914402.5369417528,North-Eastern Region
Nagaland,2018,1,Recharge & bill payments,28198,5361675.549623315,North-Eastern Region
Nagaland,2018,1,Peer-to-peer payments,11631,69830122.02063876,North-Eastern Region
Nagaland,2018,1,Merchant payments,822,1170667.4151649117,North-Eastern Region
Nagaland,2018,1,Financial Services,399,299016.7345620737,North-Eastern Region
Nagaland,2018,1,Others,1795,1344409.3661360394,North-Eastern Region
Nagaland,2018,2,Recharge & bill payments,41959,9139467.703980098,North-Eastern Region
Nagaland,2018,2,Peer-to-peer payments,20099,140193107.6968359,North-Eastern Region
Nagaland,2018,2,Merchant payments,1529,2293935.490835924,North-Eastern Region
Nagaland,2018,2,Financial Services,379,153458.5231626137,North-Eastern Region
Nagaland,2018,2,Others,1633,1545608.465487119,North-Eastern Region
Nagaland,2018,3,Recharge & bill payments,54885,12664922.72411738,North-Eastern Region
Nagaland,2018,3,Peer-to-peer payments,33930,223964723.15160477,North-Eastern Region
Nagaland,2018,3,Merchant payments,3518,3631042.2777308393,North-Eastern Region
Nagaland,2018,3,Financial Services,460,125171.61850935029,North-Eastern Region
Nagaland,2018,3,Others,1578,1406883.1646908007,North-Eastern Region
Nagaland,2018,4,Recharge & bill payments,72881,16615511.420430308,North-Eastern Region
Nagaland,2018,4,Peer-to-peer payments,53723,358926253.4309472,North-Eastern Region
Nagaland,2018,4,Merchant payments,10350,10500634.794542968,North-Eastern Region
Nagaland,2018,4,Financial Services,587,216127.40846239947,North-Eastern Region
Nagaland,2018,4,Others,1792,1754940.4912408509,North-Eastern Region
Nagaland,2019,1,Recharge & bill payments,87596,20020458.076388802,North-Eastern Region
Nagaland,2019,1,Peer-to-peer payments,71642,411855878.2498224,North-Eastern Region
Nagaland,2019,1,Merchant payments,7306,8187940.322092213,North-Eastern Region
Nagaland,2019,1,Financial Services,430,101072.89773317604,North-Eastern Region
Nagaland,2019,1,Others,1605,1776362.8662935253,North-Eastern Region
Nagaland,2019,2,Recharge & bill payments,92492,21350211.077814262,North-Eastern Region
Nagaland,2019,2,Peer-to-peer payments,81065,487705354.4657044,North-Eastern Region
Nagaland,2019,2,Merchant payments,12949,8990954.079767609,North-Eastern Region
Nagaland,2019,2,Financial Services,286,129758.00259777348,North-Eastern Region
Nagaland,2019,2,Others,1961,1890404.5326202572,North-Eastern Region
Nagaland,2019,3,Recharge & bill payments,145812,33293527.932100527,North-Eastern Region
Nagaland,2019,3,Peer-to-peer payments,100736,601803135.4703114,North-Eastern Region
Nagaland,2019,3,Merchant payments,13031,13381591.199777829,North-Eastern Region
Nagaland,2019,3,Financial Services,210,229319.84921986386,North-Eastern Region
Nagaland,2019,3,Others,2089,2248897.2620018576,North-Eastern Region
Nagaland,2019,4,Recharge & bill payments,172761,39720745.59767096,North-Eastern Region
Nagaland,2019,4,Peer-to-peer payments,128674,777298578.6127516,North-Eastern Region
Nagaland,2019,4,Merchant payments,13578,15460907.22890028,North-Eastern Region
Nagaland,2019,4,Financial Services,499,283291.7740842187,North-Eastern Region
Nagaland,2019,4,Others,1658,1773615.1353679793,North-Eastern Region
Nagaland,2020,1,Recharge & bill payments,221741,53662023.320165426,North-Eastern Region
Nagaland,2020,1,Peer-to-peer payments,135966,821508819.5893909,North-Eastern Region
Nagaland,2020,1,Merchant payments,18249,17663339.36989499,North-Eastern Region
Nagaland,2020,1,Financial Services,528,215066.78349539996,North-Eastern Region
Nagaland,2020,1,Others,1567,1730779.6714233835,North-Eastern Region
Nagaland,2020,2,Recharge & bill payments,328269,85264116.11779374,North-Eastern Region
Nagaland,2020,2,Peer-to-peer payments,166866,1025000209.957431,North-Eastern Region
Nagaland,2020,2,Merchant payments,20004,25214703.91023749,North-Eastern Region
Nagaland,2020,2,Financial Services,860,989239.9671938312,North-Eastern Region
Nagaland,2020,2,Others,1567,1206234.3951445608,North-Eastern Region
Nagaland,2020,3,Recharge & bill payments,347494,91214897.18744522,North-Eastern Region
Nagaland,2020,3,Peer-to-peer payments,330638,1851638119.5398219,North-Eastern Region
Nagaland,2020,3,Merchant payments,51912,62568884.132165715,North-Eastern Region
Nagaland,2020,3,Financial Services,2544,2136903.0242114514,North-Eastern Region
Nagaland,2020,3,Others,3731,2090339.2711506593,North-Eastern Region
Nagaland,2020,4,Peer-to-peer payments,417393,2563827858.048714,North-Eastern Region
Nagaland,2020,4,Recharge & bill payments,335297,91929581.87730268,North-Eastern Region
Nagaland,2020,4,Merchant payments,90496,113115660.1740555,North-Eastern Region
Nagaland,2020,4,Financial Services,1068,1017278.309874404,North-Eastern Region
Nagaland,2020,4,Others,3571,3194492.1527384534,North-Eastern Region
Nagaland,2021,1,Peer-to-peer payments,477346,2841021698.4844904,North-Eastern Region
Nagaland,2021,1,Recharge & bill payments,376473,110095189.5931618,North-Eastern Region
Nagaland,2021,1,Merchant payments,116846,151202427.14605328,North-Eastern Region
Nagaland,2021,1,Financial Services,1511,1929643.694251965,North-Eastern Region
Nagaland,2021,1,Others,3721,3201525.695241506,North-Eastern Region
Nagaland,2021,2,Peer-to-peer payments,526966,2847731457.571479,North-Eastern Region
Nagaland,2021,2,Recharge & bill payments,453979,126962524.74536932,North-Eastern Region
Nagaland,2021,2,Merchant payments,144413,176831583.13676438,North-Eastern Region
Nagaland,2021,2,Financial Services,1624,1785915.6371230448,North-Eastern Region
Nagaland,2021,2,Others,3809,2982482.691132756,North-Eastern Region
Nagaland,2021,3,Peer-to-peer payments,667633,3536780176.7792263,North-Eastern Region
Nagaland,2021,3,Recharge & bill payments,474693,141172028.2389747,North-Eastern Region
Nagaland,2021,3,Merchant payments,208387,304493279.8158357,North-Eastern Region
Nagaland,2021,3,Financial Services,1437,1634878.888862805,North-Eastern Region
Nagaland,2021,3,Others,4642,3336484.2825483214,North-Eastern Region
Nagaland,2021,4,Peer-to-peer payments,819452,4335295237.9809065,North-Eastern Region
Nagaland,2021,4,Recharge & bill payments,492411,154359432.07659012,North-Eastern Region
Nagaland,2021,4,Merchant payments,311673,442578210.0882374,North-Eastern Region
Nagaland,2021,4,Financial Services,1790,2263055.5218537706,North-Eastern Region
Nagaland,2021,4,Others,6157,4587848.468888722,North-Eastern Region
Nagaland,2022,1,Peer-to-peer payments,963378,4798355631.574022,North-Eastern Region
Nagaland,2022,1,Recharge & bill payments,529038,175942440.62210852,North-Eastern Region
Nagaland,2022,1,Merchant payments,425336,563650239.9471383,North-Eastern Region
Nagaland,2022,1,Financial Services,2022,2503998.824974763,North-Eastern Region
Nagaland,2022,1,Others,6178,4499397.927512417,North-Eastern Region
Nagaland,2022,2,Peer-to-peer payments,1032542,4933041257.229492,North-Eastern Region
Nagaland,2022,2,Merchant payments,513456,640665988.1540828,North-Eastern Region
Nagaland,2022,2,Recharge & bill payments,479322,162238616.41478142,North-Eastern Region
Nagaland,2022,2,Financial Services,1547,1519503.219426635,North-Eastern Region
Nagaland,2022,2,Others,4462,2819984.0024981033,North-Eastern Region
Nagaland,2022,3,Peer-to-peer payments,990896,4568905305.863961,North-Eastern Region
Nagaland,2022,3,Merchant payments,467257,642368278.6360128,North-Eastern Region
Nagaland,2022,3,Recharge & bill payments,430854,148324294.672107,North-Eastern Region
Nagaland,2022,3,Financial Services,1479,2345498.6025009975,North-Eastern Region
Nagaland,2022,3,Others,3627,2457117.2762476145,North-Eastern Region
Nagaland,2022,4,Peer-to-peer payments,1314122,5888068476.789,North-Eastern Region
Nagaland,2022,4,Merchant payments,647805,906834415.4525999,North-Eastern Region
Nagaland,2022,4,Recharge & bill payments,508230,170028535.796474,North-Eastern Region
Nagaland,2022,4,Financial Services,2104,1909585.0695077945,North-Eastern Region
Nagaland,2022,4,Others,3944,3125371.2064643847,North-Eastern Region
Odisha,2018,1,Recharge & bill payments,2874109,331254466.1508661,Eastern Region
Odisha,2018,1,Peer-to-peer payments,2305610,4033548999.193231,Eastern Region
